zip_file,status,audio_found,audio_made_smaller,before_bytes,after_bytes,before_mib,after_mib,saved_bytes,saved_percent,output_file
LIDO_maths2613_kn.zip,compressed,6,6,247809,93796,0.24,0.09,154013,62.15,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2613_kn.zip
LIDO_maths2616_en.zip,compressed,6,6,262596,98965,0.25,0.09,163631,62.31,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2616_en.zip
LIDO_maths2616_hi.zip,compressed,6,6,248391,97334,0.24,0.09,151057,60.81,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2616_hi.zip
LIDO_maths2617_en.zip,compressed,6,6,260232,99540,0.25,0.09,160692,61.75,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2617_en.zip
LIDO_maths2617_hi.zip,compressed,6,6,243717,95109,0.23,0.09,148608,60.98,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2617_hi.zip
LIDO_maths2617_kn.zip,compressed,6,6,252012,94957,0.24,0.09,157055,62.32,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2617_kn.zip
LIDO_maths2618_en.zip,compressed,6,6,242743,95055,0.23,0.09,147688,60.84,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2618_en.zip
LIDO_maths2618_hi.zip,compressed,6,6,227421,91516,0.22,0.09,135905,59.76,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2618_hi.zip
LIDO_maths2618_kn.zip,compressed,6,6,263290,97297,0.25,0.09,165993,63.05,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2618_kn.zip
LIDO_maths2619_en.zip,compressed,6,6,226083,90067,0.22,0.09,136016,60.16,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2619_en.zip
LIDO_maths2619_hi.zip,compressed,6,6,238317,93919,0.23,0.09,144398,60.59,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2619_hi.zip
LIDO_maths2700_en.zip,compressed,6,6,249522,94950,0.24,0.09,154572,61.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2700_en.zip
LIDO_maths2700_hi.zip,compressed,6,6,249004,96508,0.24,0.09,152496,61.24,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2700_hi.zip
LIDO_maths2700_kn.zip,compressed,6,6,246186,94116,0.23,0.09,152070,61.77,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2700_kn.zip
LIDO_maths2701_en.zip,compressed,6,6,260902,97686,0.25,0.09,163216,62.56,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2701_en.zip
LIDO_maths2701_hi.zip,compressed,6,6,249353,97445,0.24,0.09,151908,60.92,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2701_hi.zip
LIDO_maths2701_kn.zip,compressed,6,6,240485,92982,0.23,0.09,147503,61.34,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2701_kn.zip
LIDO_maths2702_en.zip,compressed,6,6,247237,95162,0.24,0.09,152075,61.51,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2702_en.zip
LIDO_maths2702_hi.zip,compressed,6,6,252118,97562,0.24,0.09,154556,61.3,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2702_hi.zip
LIDO_maths2702_kn.zip,compressed,6,6,254448,96237,0.24,0.09,158211,62.18,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2702_kn.zip
LIDO_maths2703_en.zip,compressed,6,6,241501,94302,0.23,0.09,147199,60.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2703_en.zip
LIDO_maths2703_hi.zip,compressed,6,6,239035,93784,0.23,0.09,145251,60.77,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2703_hi.zip
LIDO_maths2703_kn.zip,compressed,6,6,235515,92839,0.22,0.09,142676,60.58,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2703_kn.zip
LIDO_maths2704_en.zip,compressed,6,6,254438,96472,0.24,0.09,157966,62.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2704_en.zip
LIDO_maths2705_en.zip,compressed,6,6,241144,94111,0.23,0.09,147033,60.97,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2705_en.zip
LIDO_maths2705_hi.zip,compressed,6,6,216776,89528,0.21,0.09,127248,58.7,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2705_hi.zip
LIDO_maths2706_en.zip,compressed,6,6,240371,93738,0.23,0.09,146633,61,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2706_en.zip
LIDO_maths2707_hi.zip,compressed,6,6,233882,92797,0.22,0.09,141085,60.32,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2707_hi.zip
LIDO_maths2708_en.zip,compressed,6,6,253456,98218,0.24,0.09,155238,61.25,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2708_en.zip
LIDO_maths2708_hi.zip,compressed,6,6,238496,94470,0.23,0.09,144026,60.39,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2708_hi.zip
LIDO_maths2901_en.zip,compressed,27,27,129419,91103,0.12,0.09,38316,29.61,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2901_en.zip
LIDO_maths2901_hi.zip,compressed,27,27,128199,91566,0.12,0.09,36633,28.58,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2901_hi.zip
LIDO_maths2901_kn.zip,compressed,27,27,144414,99316,0.14,0.09,45098,31.23,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2901_kn.zip
LIDO_maths2903_en.zip,compressed,28,28,130635,91961,0.12,0.09,38674,29.6,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2903_en.zip
LIDO_maths2903_hi.zip,compressed,28,28,131408,93452,0.13,0.09,37956,28.88,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2903_hi.zip
LIDO_en0410.zip,compressed,16,16,130210,106480,0.12,0.1,23730,18.22,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0410.zip
LIDO_en0411.zip,compressed,16,16,125098,106036,0.12,0.1,19062,15.24,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0411.zip
LIDO_en0412.zip,compressed,15,15,123824,105210,0.12,0.1,18614,15.03,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0412.zip
LIDO_en0500.zip,compressed,12,12,237263,104650,0.23,0.1,132613,55.89,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0500.zip
LIDO_en3004.zip,compressed,12,12,129545,102565,0.12,0.1,26980,20.83,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en3004.zip
LIDO_en_5003.zip,compressed,3,3,103180,99683,0.1,0.1,3497,3.39,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en_5003.zip
LIDO_en_5007.zip,compressed,4,4,108006,103058,0.1,0.1,4948,4.58,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en_5007.zip
LIDO_en_5011.zip,compressed,3,3,112944,109222,0.11,0.1,3722,3.3,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en_5011.zip
LIDO_hi0203.zip,compressed,26,26,279468,104352,0.27,0.1,175116,62.66,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi0203.zip
LIDO_hi0204.zip,compressed,24,24,310686,104524,0.3,0.1,206162,66.36,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi0204.zip
LIDO_hi0902.zip,compressed,18,18,324001,109866,0.31,0.1,214135,66.09,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi0902.zip
LIDO_hi1004.zip,compressed,21,21,268714,102573,0.26,0.1,166141,61.83,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi1004.zip
LIDO_hi1007.zip,compressed,22,22,279319,106377,0.27,0.1,172942,61.92,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi1007.zip
LIDO_hi_3410.zip,compressed,10,10,135780,102570,0.13,0.1,33210,24.46,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi_3410.zip
LIDO_hi_3417.zip,compressed,6,6,144240,109810,0.14,0.1,34430,23.87,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi_3417.zip
LIDO_hi_4008.zip,compressed,14,14,214503,106177,0.2,0.1,108326,50.5,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi_4008.zip
LIDO_kn0006.zip,compressed,13,13,164998,105944,0.16,0.1,59054,35.79,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0006.zip
LIDO_kn0201.zip,compressed,23,23,128609,106530,0.12,0.1,22079,17.17,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0201.zip
LIDO_kn0501.zip,compressed,20,20,119174,101530,0.11,0.1,17644,14.81,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0501.zip
LIDO_kn0701.zip,compressed,24,24,131153,108545,0.13,0.1,22608,17.24,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0701.zip
LIDO_kn0901.zip,compressed,22,22,123307,104016,0.12,0.1,19291,15.64,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0901.zip
LIDO_kn1606.zip,compressed,23,23,119957,102673,0.11,0.1,17284,14.41,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn1606.zip
LIDO_kn1800.zip,compressed,23,23,120434,102634,0.11,0.1,17800,14.78,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn1800.zip
LIDO_kn1804.zip,compressed,23,23,121203,102939,0.12,0.1,18264,15.07,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn1804.zip
LIDO_kn2701.zip,compressed,18,18,118597,100017,0.11,0.1,18580,15.67,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2701.zip
LIDO_kn2702.zip,compressed,19,19,122698,100447,0.12,0.1,22251,18.13,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2702.zip
LIDO_kn2806.zip,compressed,22,22,139172,106579,0.13,0.1,32593,23.42,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2806.zip
LIDO_kn2901.zip,compressed,19,19,121307,100424,0.12,0.1,20883,17.21,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2901.zip
LIDO_kn2_0401.zip,compressed,22,22,125895,104975,0.12,0.1,20920,16.62,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0401.zip
LIDO_kn2_0502.zip,compressed,25,25,132828,109741,0.13,0.1,23087,17.38,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0502.zip
LIDO_kn2_0503.zip,compressed,14,14,192918,99935,0.18,0.1,92983,48.2,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0503.zip
LIDO_kn2_0504.zip,compressed,13,13,213694,104612,0.2,0.1,109082,51.05,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0504.zip
LIDO_kn2_0508.zip,compressed,21,21,123561,103681,0.12,0.1,19880,16.09,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0508.zip
LIDO_kn2_0509.zip,compressed,18,18,126231,103872,0.12,0.1,22359,17.71,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0509.zip
LIDO_kn2_0609.zip,compressed,14,14,117974,99994,0.11,0.1,17980,15.24,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0609.zip
LIDO_kn2_0705.zip,compressed,20,20,145089,102786,0.14,0.1,42303,29.16,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0705.zip
LIDO_kn2_0801.zip,compressed,22,22,128030,106196,0.12,0.1,21834,17.05,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0801.zip
LIDO_kn2_0802.zip,compressed,20,20,125499,104225,0.12,0.1,21274,16.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0802.zip
LIDO_kn2_0803.zip,compressed,19,19,120964,101816,0.12,0.1,19148,15.83,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0803.zip
LIDO_kn2_0902.zip,compressed,22,22,128920,106904,0.12,0.1,22016,17.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0902.zip
LIDO_kn2_0903.zip,compressed,22,22,138929,109723,0.13,0.1,29206,21.02,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0903.zip
LIDO_kn2_1101.zip,compressed,24,24,131331,108419,0.13,0.1,22912,17.45,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1101.zip
LIDO_kn2_1103.zip,compressed,21,21,123660,103714,0.12,0.1,19946,16.13,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1103.zip
LIDO_kn2_1202.zip,compressed,21,21,129187,106658,0.12,0.1,22529,17.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1202.zip
LIDO_kn2_1503.zip,compressed,13,13,185101,101154,0.18,0.1,83947,45.35,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1503.zip
LIDO_kn2_1505.zip,compressed,21,21,179773,105585,0.17,0.1,74188,41.27,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1505.zip
LIDO_kn2_1807.zip,compressed,12,12,155493,103847,0.15,0.1,51646,33.21,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1807.zip
LIDO_kn3001.zip,compressed,21,21,131645,106265,0.13,0.1,25380,19.28,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3001.zip
LIDO_kn3102.zip,compressed,15,15,133214,102601,0.13,0.1,30613,22.98,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3102.zip
LIDO_kn3103.zip,compressed,12,12,179311,102426,0.17,0.1,76885,42.88,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3103.zip
LIDO_kn3803.zip,compressed,18,18,149298,108691,0.14,0.1,40607,27.2,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3803.zip
LIDO_kn3903.zip,compressed,17,17,157777,109993,0.15,0.1,47784,30.29,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3903.zip
LIDO_kn4103.zip,compressed,18,18,147877,107991,0.14,0.1,39886,26.97,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4103.zip
LIDO_kn4601.zip,compressed,18,18,152948,109148,0.15,0.1,43800,28.64,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4601.zip
LIDO_kn4602.zip,compressed,18,18,151786,108194,0.14,0.1,43592,28.72,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4602.zip
LIDO_kn4702.zip,compressed,17,17,148728,107807,0.14,0.1,40921,27.51,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4702.zip
LIDO_kn4704.zip,compressed,19,19,147204,109138,0.14,0.1,38066,25.86,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4704.zip
LIDO_kn4706.zip,compressed,15,15,138689,103098,0.13,0.1,35591,25.66,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4706.zip
LIDO_kn4711.zip,compressed,17,17,152265,108996,0.15,0.1,43269,28.42,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4711.zip
LIDO_kn4712.zip,compressed,18,18,156736,109980,0.15,0.1,46756,29.83,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4712.zip
LIDO_kn4713.zip,compressed,15,15,136529,103099,0.13,0.1,33430,24.49,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4713.zip
LIDO_kn4717.zip,compressed,18,18,141815,109358,0.14,0.1,32457,22.89,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4717.zip
LIDO_maths0401_kn.zip,compressed,7,7,132455,109992,0.13,0.1,22463,16.96,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0401_kn.zip
LIDO_maths0402_kn.zip,compressed,7,7,129608,107271,0.12,0.1,22337,17.23,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0402_kn.zip
LIDO_maths0803_en.zip,compressed,12,12,177029,104212,0.17,0.1,72817,41.13,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0803_en.zip
LIDO_maths0803_hi.zip,compressed,12,12,182504,107838,0.17,0.1,74666,40.91,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0803_hi.zip
LIDO_maths0803_kn.zip,compressed,13,13,187555,107516,0.18,0.1,80039,42.67,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0803_kn.zip
LIDO_maths1100_en.zip,compressed,21,21,265518,103404,0.25,0.1,162114,61.06,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1100_en.zip
LIDO_maths1100_kn.zip,compressed,21,21,228287,103327,0.22,0.1,124960,54.74,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1100_kn.zip
LIDO_maths1307_en.zip,compressed,20,20,255376,106222,0.24,0.1,149154,58.41,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1307_en.zip
LIDO_maths1307_hi.zip,compressed,20,20,247657,108259,0.24,0.1,139398,56.29,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1307_hi.zip
LIDO_maths1309_en.zip,compressed,21,21,126035,100871,0.12,0.1,25164,19.97,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1309_en.zip
LIDO_maths1309_hi.zip,compressed,21,21,128420,103600,0.12,0.1,24820,19.33,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1309_hi.zip
LIDO_maths1309_kn.zip,compressed,21,21,136967,107149,0.13,0.1,29818,21.77,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1309_kn.zip
LIDO_maths1310_kn.zip,compressed,7,7,121601,102247,0.12,0.1,19354,15.92,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1310_kn.zip
LIDO_maths1514_hi.zip,compressed,8,8,284946,107956,0.27,0.1,176990,62.11,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1514_hi.zip
LIDO_maths1515_en.zip,compressed,7,7,260055,101222,0.25,0.1,158833,61.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1515_en.zip
LIDO_maths1601_kn.zip,compressed,27,27,143131,101302,0.14,0.1,41829,29.22,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1601_kn.zip
LIDO_maths1700_en.zip,compressed,12,12,180788,104034,0.17,0.1,76754,42.46,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1700_en.zip
LIDO_maths1700_hi.zip,compressed,13,13,176891,105250,0.17,0.1,71641,40.5,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1700_hi.zip
LIDO_maths2101_kn.zip,compressed,9,9,294844,107177,0.28,0.1,187667,63.65,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2101_kn.zip
LIDO_maths2104_kn.zip,compressed,9,9,301772,106613,0.29,0.1,195159,64.67,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2104_kn.zip
LIDO_maths2106_kn.zip,compressed,9,9,295764,106570,0.28,0.1,189194,63.97,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2106_kn.zip
LIDO_maths2301_kn.zip,compressed,10,10,299023,108700,0.29,0.1,190323,63.65,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2301_kn.zip
LIDO_maths2303_en.zip,compressed,7,7,266328,102405,0.25,0.1,163923,61.55,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2303_en.zip
LIDO_maths2303_kn.zip,compressed,8,8,278080,103023,0.27,0.1,175057,62.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2303_kn.zip
LIDO_maths2310_kn.zip,compressed,13,13,1348239,101405,1.29,0.1,1246834,92.48,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2310_kn.zip
LIDO_maths2400_kn.zip,compressed,17,17,238895,104721,0.23,0.1,134174,56.16,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2400_kn.zip
LIDO_maths2402_kn.zip,compressed,18,18,239788,105321,0.23,0.1,134467,56.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2402_kn.zip
LIDO_maths2405_en.zip,compressed,18,18,240896,101446,0.23,0.1,139450,57.89,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2405_en.zip
LIDO_maths2405_hi.zip,compressed,18,18,220507,101176,0.21,0.1,119331,54.12,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2405_hi.zip
LIDO_maths2409_hi.zip,compressed,18,18,224418,102360,0.21,0.1,122058,54.39,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2409_hi.zip
LIDO_maths2409_kn.zip,compressed,18,18,251898,107963,0.24,0.1,143935,57.14,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2409_kn.zip
LIDO_maths2610_kn.zip,compressed,6,6,274559,102907,0.26,0.1,171652,62.52,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2610_kn.zip
LIDO_maths2612_kn.zip,compressed,6,6,267400,100073,0.26,0.1,167327,62.58,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2612_kn.zip
LIDO_maths2614_hi.zip,compressed,7,7,257934,100102,0.25,0.1,157832,61.19,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2614_hi.zip
LIDO_maths2616_kn.zip,compressed,6,6,268021,100660,0.26,0.1,167361,62.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2616_kn.zip
LIDO_maths2707_en.zip,compressed,6,6,271206,100922,0.26,0.1,170284,62.79,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2707_en.zip
LIDO_maths2902_en.zip,compressed,35,35,157709,107653,0.15,0.1,50056,31.74,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2902_en.zip
LIDO_maths2902_hi.zip,compressed,35,35,157105,108946,0.15,0.1,48159,30.65,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2902_hi.zip
LIDO_maths2903_kn.zip,compressed,28,28,145147,99991,0.14,0.1,45156,31.11,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2903_kn.zip
LIDO_maths2_PreQuiz_en.zip,compressed,20,20,343632,106263,0.33,0.1,237369,69.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2_PreQuiz_en.zip
LIDO_maths2_PreQuiz_hi.zip,compressed,20,20,342747,107971,0.33,0.1,234776,68.5,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2_PreQuiz_hi.zip
LIDO_en0504.zip,compressed,22,22,150154,118642,0.14,0.11,31512,20.99,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0504.zip
LIDO_en0708.zip,compressed,12,12,196231,117734,0.19,0.11,78497,40,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0708.zip
LIDO_en0709.zip,compressed,16,16,183659,118260,0.18,0.11,65399,35.61,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0709.zip
LIDO_en0710.zip,compressed,13,13,197360,119314,0.19,0.11,78046,39.54,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0710.zip
LIDO_en0711.zip,compressed,11,11,205801,120373,0.2,0.11,85428,41.51,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0711.zip
LIDO_en1809.zip,compressed,21,21,233244,119896,0.22,0.11,113348,48.6,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en1809.zip
LIDO_en2605.zip,compressed,12,12,205706,119071,0.2,0.11,86635,42.12,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en2605.zip
LIDO_en3102.zip,compressed,16,16,169797,115837,0.16,0.11,53960,31.78,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en3102.zip
LIDO_en3409.zip,compressed,15,15,196264,116849,0.19,0.11,79415,40.46,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en3409.zip
LIDO_hi0107.zip,compressed,5,5,143273,114120,0.14,0.11,29153,20.35,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi0107.zip
LIDO_hi0901.zip,compressed,23,23,382848,118382,0.37,0.11,264466,69.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi0901.zip
LIDO_hi1005.zip,compressed,32,32,362204,118437,0.35,0.11,243767,67.3,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi1005.zip
LIDO_hi1008.zip,compressed,26,26,296024,113523,0.28,0.11,182501,61.65,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi1008.zip
LIDO_hi_3411.zip,compressed,11,11,162597,116356,0.16,0.11,46241,28.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi_3411.zip
LIDO_hi_3702.zip,compressed,13,13,165486,112900,0.16,0.11,52586,31.78,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi_3702.zip
LIDO_hi_5001.zip,compressed,7,7,145316,112029,0.14,0.11,33287,22.91,/home/santhosh/Desktop/audio-compressed-zips/LIDO_hi_5001.zip
LIDO_kn0106.zip,compressed,17,17,174914,112078,0.17,0.11,62836,35.92,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0106.zip
LIDO_kn0401.zip,compressed,24,24,136087,110727,0.13,0.11,25360,18.64,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0401.zip
LIDO_kn2506.zip,compressed,12,12,201842,110873,0.19,0.11,90969,45.07,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2506.zip
LIDO_kn2803.zip,compressed,23,23,143324,110262,0.14,0.11,33062,23.07,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2803.zip
LIDO_kn2902.zip,compressed,26,26,144669,112749,0.14,0.11,31920,22.06,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2902.zip
LIDO_kn2_0100.zip,compressed,25,25,135952,111584,0.13,0.11,24368,17.92,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0100.zip
LIDO_kn2_0501.zip,compressed,24,24,135038,110513,0.13,0.11,24525,18.16,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0501.zip
LIDO_kn2_1001.zip,compressed,27,27,140817,114175,0.13,0.11,26642,18.92,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1001.zip
LIDO_kn2_1002.zip,compressed,27,27,148911,118222,0.14,0.11,30689,20.61,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1002.zip
LIDO_kn2_1102.zip,compressed,25,25,140419,113277,0.13,0.11,27142,19.33,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1102.zip
LIDO_kn2_1201.zip,compressed,25,25,141021,113884,0.13,0.11,27137,19.24,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1201.zip
LIDO_kn2_2005.zip,compressed,19,19,156699,112512,0.15,0.11,44187,28.2,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_2005.zip
LIDO_kn3002.zip,compressed,25,25,146508,111937,0.14,0.11,34571,23.6,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3002.zip
LIDO_kn3603.zip,compressed,30,30,158365,119293,0.15,0.11,39072,24.67,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3603.zip
LIDO_kn3800.zip,compressed,21,21,150934,111283,0.14,0.11,39651,26.27,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3800.zip
LIDO_kn3801.zip,compressed,21,21,156553,113041,0.15,0.11,43512,27.79,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3801.zip
LIDO_kn3802.zip,compressed,21,21,158734,112964,0.15,0.11,45770,28.83,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3802.zip
LIDO_kn3900.zip,compressed,21,21,160495,113597,0.15,0.11,46898,29.22,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn3900.zip
